                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.74082,                 0.5219,                0.91829,                 0.9304,                0.91328,                0.93975,                0.71075,                 0.7548,                 0.4713,                 0.8983,               0.003466,               0.003466,               0.003466
                     35,                0.73651,                0.52071,                0.92412,                0.96094,                0.91304,                0.95329,                0.71931,                 0.7382,                0.44933,                0.89589,               0.003268,               0.003268,               0.003268
                     36,                0.73127,                0.50602,                0.92022,                0.96616,                0.88676,                0.95236,                0.75037,                0.69982,                0.43395,                0.89123,                0.00307,                0.00307,                0.00307
                     37,                0.71764,                0.51557,                 0.9151,                0.98152,                0.91615,                0.95666,                0.73774,                0.68379,                0.43183,                0.87688,               0.002872,               0.002872,               0.002872
                     38,                0.70677,                0.50092,                0.90346,                0.96448,                 0.9276,                0.96569,                0.74202,                 0.6853,                 0.4106,                0.87095,               0.002674,               0.002674,               0.002674
                     39,                 0.7023,                0.49702,                0.91424,                0.96762,                0.90683,                0.95381,                0.74143,                0.70334,                0.41029,                0.88524,               0.002476,               0.002476,               0.002476
                     40,                0.65318,                0.45371,                0.89561,                0.98834,                0.89441,                 0.9626,                0.76395,                0.64598,                0.40523,                0.86605,               0.002278,               0.002278,               0.002278
                     41,                0.63355,                0.43836,                0.88277,                0.94911,                0.91304,                 0.9518,                0.75761,                0.63993,                0.42497,                0.86957,                0.00208,                0.00208,                0.00208
                     42,                 0.6376,                 0.4523,                 0.8784,                0.96003,                0.92547,                0.95697,                 0.7789,                 0.6102,                0.40192,                0.86451,               0.001882,               0.001882,               0.001882
                     43,                0.62055,                0.41603,                0.87802,                0.98631,                0.89752,                0.95952,                0.78008,                0.61535,                0.39258,                0.86151,               0.001684,               0.001684,               0.001684
                     44,                0.60941,                0.42802,                0.87654,                0.97684,                0.91701,                0.95969,                0.77333,                0.62092,                0.39163,                0.85552,               0.001486,               0.001486,               0.001486
                     45,                0.59856,                 0.4106,                0.86456,                0.96724,                0.92547,                0.96132,                0.78897,                 0.5686,                0.36918,                0.85245,               0.001288,               0.001288,               0.001288
                     46,                0.57283,                0.39974,                0.86213,                0.97149,                0.92236,                0.96223,                0.79628,                0.57418,                0.36019,                 0.8495,                0.00109,                0.00109,                0.00109
                     47,                0.57127,                0.40659,                0.85822,                 0.9758,                0.92547,                0.96363,                0.79452,                0.54572,                0.35895,                0.84731,               0.000892,               0.000892,               0.000892
                     48,                0.54701,                0.38215,                0.85484,                0.95216,                0.92719,                0.95949,                0.80404,                0.53721,                 0.3572,                0.84589,               0.000694,               0.000694,               0.000694
                     49,                0.54796,                0.38087,                 0.8434,                 0.9771,                0.92763,                0.96612,                0.80689,                0.53114,                0.34823,                0.84327,               0.000496,               0.000496,               0.000496
